timestamp,Unit_Name,Unit_Code,PSR_Type,Capacity,Generation_MW,Consumption_MW,Measurement_Unit,Temporal_Resolution,folder_tag,iso_mapping
2020-01-01T00:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,165.675,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,HKW Heilbronn Block 7,11WD4HLBR1C7---4,B05,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1311.775,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,KW Laufenburg,11WD4KWLFB5M1107,B11,,31.05,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,KW Rheinfelden DE,11WD4KWRHF5M1-4I,B11,,33.925,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,Kopswerk 2 M1,11WD43KOP2HM1--L,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,Kopswerk 2 M2,11WD43KOP2HM2--H,B10,,8.075,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,Kraftwerk Säckingen,11WD4SAEK2HD4--9,B10,,4.075,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,Kraftwerk Wahlheim GT D,11WD4WALK5OGTD-F,B06,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,Kraftwerk Wehr,11WD4WEHR1HD4--Y,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,Kraftwerk Witznau,11WD4WITZ5H-SD4C,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,Obervermuntwerk 2 M1,11W0-0000-0109-S,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,45.15,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,RDK 7,11WD4RDK71C7---G,B05,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,RDK 8,11WD4RDK81C8---3,B05,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,104.95,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,Rodund 2,11WD43ROW2H----I,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,51.125,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,,11W0-0000-0004-B,B05,,20.4,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T00:00:00+00:00,,11W0-0000-0005-8,B05,,243.375,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T01:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,114.775,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T01:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1311.275,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T01:00:00+00:00,KW Laufenburg,11WD4KWLFB5M1107,B11,,30.325,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T01:00:00+00:00,KW Rheinfelden DE,11WD4KWRHF5M1-4I,B11,,33.425,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T01:00:00+00:00,Kopswerk 2 M1,11WD43KOP2HM1--L,B10,,0.025,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T01:00:00+00:00,Kopswerk 2 M2,11WD43KOP2HM2--H,B10,,7.125,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T01:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,0.025,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T01:00:00+00:00,Kraftwerk Säckingen,11WD4SAEK2HD4--9,B10,,16.725,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T01:00:00+00:00,Kraftwerk Wehr,11WD4WEHR1HD4--Y,B10,,28.075,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T01:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,128.025,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T01:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,103.975,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T01:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,49.3,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T01:00:00+00:00,,11W0-0000-0004-B,B05,,20.475,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T01:00:00+00:00,,11W0-0000-0005-8,B05,,253.2,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T02:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,116.725,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T02:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1310.775,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T02:00:00+00:00,KW Laufenburg,11WD4KWLFB5M1107,B11,,29.925,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T02:00:00+00:00,KW Rheinfelden DE,11WD4KWRHF5M1-4I,B11,,32.95,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T02:00:00+00:00,Kopswerk 2 M1,11WD43KOP2HM1--L,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T02:00:00+00:00,Kopswerk 2 M2,11WD43KOP2HM2--H,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T02:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T02:00:00+00:00,Kraftwerk Säckingen,11WD4SAEK2HD4--9,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T02:00:00+00:00,Kraftwerk Wehr,11WD4WEHR1HD4--Y,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T02:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,51.15,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T02:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,102.55,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T02:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,48.925,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T02:00:00+00:00,,11W0-0000-0004-B,B05,,20.6,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T02:00:00+00:00,,11W0-0000-0005-8,B05,,261.725,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T03:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,116.4,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T03:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1311.525,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T03:00:00+00:00,KW Laufenburg,11WD4KWLFB5M1107,B11,,30.0,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T03:00:00+00:00,KW Rheinfelden DE,11WD4KWRHF5M1-4I,B11,,32.525,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T03:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,33.45,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T03:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,43.925,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T03:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,104.775,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T03:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,53.175,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T03:00:00+00:00,,11W0-0000-0004-B,B05,,20.65,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T03:00:00+00:00,,11W0-0000-0005-8,B05,,262.05,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T04:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,112.675,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T04:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1310.375,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T04:00:00+00:00,KW Laufenburg,11WD4KWLFB5M1107,B11,,30.725,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T04:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,58.7,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T04:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,43.325,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T04:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,103.6,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T04:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,54.325,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T04:00:00+00:00,,11W0-0000-0004-B,B05,,20.675,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T04:00:00+00:00,,11W0-0000-0005-8,B05,,266.925,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T05:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,115.575,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T05:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1312.55,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T05:00:00+00:00,KW Laufenburg,11WD4KWLFB5M1107,B11,,30.65,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T05:00:00+00:00,KW Rheinfelden DE,11WD4KWRHF5M1-4I,B11,,32.925,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T05:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,128.6,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T05:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,44.675,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T05:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,100.9,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T05:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,52.975,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T05:00:00+00:00,,11W0-0000-0004-B,B05,,20.65,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T05:00:00+00:00,,11W0-0000-0005-8,B05,,257.775,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T06:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,115.95,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T06:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1309.625,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T06:00:00+00:00,KW Laufenburg,11WD4KWLFB5M1107,B11,,30.175,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T06:00:00+00:00,KW Rheinfelden DE,11WD4KWRHF5M1-4I,B11,,32.8,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T06:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,37.625,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T06:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,39.125,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T06:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,103.075,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T06:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,55.45,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T06:00:00+00:00,,11W0-0000-0004-B,B05,,20.675,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T06:00:00+00:00,,11W0-0000-0005-8,B05,,265.425,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T07:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,114.625,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T07:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1310.125,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T07:00:00+00:00,KW Laufenburg,11WD4KWLFB5M1107,B11,,29.725,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T07:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,0.775,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T07:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,30.125,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T07:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,103.925,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T07:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,61.975,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T07:00:00+00:00,,11W0-0000-0004-B,B05,,20.8,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T07:00:00+00:00,,11W0-0000-0005-8,B05,,259.1,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T08:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,114.375,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T08:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1310.75,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T08:00:00+00:00,KW Laufenburg,11WD4KWLFB5M1107,B11,,29.55,,MAW,PT60M,10YDE-ENBW-----N,DE
2020-01-01T08:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,1.45,,MAW,PT60M,10YDE-ENBW-----N,DE
